date,facility_id,facility_name,country_code,item_code,generic_name,atc_code,consumption,stock_remaining,rainfall_mm,active_epidemic_cases,is_holiday,is_district_hospital
2026-06-20,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,21.5,59,22.2,21,1,0
2026-06-21,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,15.4,201,30.0,9,1,0
2026-06-22,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,13.2,76,2.8,1,0,0
2026-06-23,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.2,22,4.5,1,0,0
2026-06-24,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.9,191,1.9,2,0,0
2026-06-25,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,18.2,31,5.9,2,0,0
2026-06-26,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,34.7,35,37.1,13,0,0
2026-06-27,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.2,93,1.3,3,1,0
2026-06-28,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.7,50,19.3,0,1,0
2026-06-29,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,15.0,196,0.2,3,0,0
2026-06-30,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,17.8,160,1.3,4,0,0
2026-07-01,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,13.8,15,2.3,2,0,0
2026-07-02,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,16.7,187,12.7,1,0,0
2026-07-03,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,15.3,112,3.6,1,0,0
2026-07-04,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.8,69,4.7,1,1,0
2026-07-05,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,8.1,90,0.2,3,1,0
2026-07-06,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,13.9,46,0.9,2,0,0
2026-07-07,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,12.7,115,0.7,2,0,0
2026-07-08,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,17.4,201,0.5,1,0,0
2026-07-09,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,23.2,202,20.0,6,0,0
2026-07-10,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,34.1,247,39.4,13,0,0
2026-07-11,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,8.8,85,3.8,0,1,0
2026-07-12,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,10.0,135,1.9,3,1,0
2026-07-13,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,13.9,148,1.1,1,0,0
2026-07-14,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,27.8,29,37.4,10,0,0
2026-07-15,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.2,179,2.5,2,0,0
2026-07-16,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,16.6,40,1.8,6,0,0
2026-07-17,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,20.3,64,0.2,5,0,0
2026-07-18,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.1,82,3.0,2,1,0
2026-07-19,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,10.6,42,7.0,1,1,0
2026-07-20,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.6,133,7.8,1,0,0
2026-07-21,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.8,144,2.3,3,0,0
2026-07-22,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,12.3,14,1.3,1,0,0
2026-07-23,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,30.3,233,26.5,14,0,0
2026-07-24,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,20.0,268,7.5,3,0,0
2026-07-25,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,11.1,6,1.0,5,1,0
2026-07-26,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,7.7,8,1.3,4,1,0
2026-07-27,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.9,91,2.6,0,0,0
2026-07-28,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,28.0,52,38.3,8,0,0
2026-07-29,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.0,25,2.6,0,0,0
2026-07-30,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,28.1,88,26.0,12,0,0
2026-07-31,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,40.4,333,66.1,11,0,0
2026-08-01,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.2,112,1.8,4,1,0
2026-08-02,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,7.7,42,5.2,2,1,0
2026-08-03,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,17.0,65,2.4,3,0,0
2026-08-04,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,19.2,197,5.7,6,0,0
2026-08-05,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,35.7,345,60.1,16,0,0
2026-08-06,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,14.7,189,0.5,0,0,0
2026-08-07,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,13.1,182,3.3,0,0,0
2026-08-08,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,7.8,51,3.6,0,1,0
2026-08-09,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,9.2,82,4.9,3,1,0
2026-08-10,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,19.3,231,15.5,1,0,0
2026-08-11,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,22.5,72,27.0,8,0,0
2026-08-12,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,15.9,98,8.7,2,0,0
2026-08-13,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,16.3,45,5.9,2,0,0
2026-08-14,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,13.8,150,1.2,0,0,0
2026-08-15,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,11.2,132,12.3,3,1,0
2026-08-16,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,10.1,105,5.5,2,1,0
2026-08-17,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-AZI-500,Azithromycin 500mg,J01FA10,17.5,177,4.7,3,0,0
2026-05-20,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,24.3,310,1.8,2,0,0
2026-05-21,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,20.6,22,2.0,1,0,0
2026-05-22,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,23.4,325,0.5,2,0,0
2026-05-23,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,13.8,24,0.9,3,1,0
2026-05-24,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,12.9,116,3.8,2,1,0
2026-05-25,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.1,29,4.8,3,0,0
2026-05-26,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,26.7,43,0.8,2,0,0
2026-05-27,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,17.8,84,3.8,2,0,0
2026-05-28,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,24.1,112,5.0,1,0,0
2026-05-29,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.7,118,3.3,0,0,0
2026-05-30,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,9.6,59,5.8,2,1,0
2026-05-31,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.9,30,0.1,5,1,0
2026-06-01,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.2,177,0.6,0,0,0
2026-06-02,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.0,105,2.2,3,0,0
2026-06-03,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,27.3,279,0.7,2,0,0
2026-06-04,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.2,145,23.1,6,0,0
2026-06-05,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,31.7,62,3.9,1,0,0
2026-06-06,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.3,192,14.1,0,1,0
2026-06-07,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.2,77,3.6,3,1,0
2026-06-08,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.4,68,4.4,4,0,0
2026-06-09,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,19.9,209,14.9,4,0,0
2026-06-10,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,26.4,192,1.8,4,0,0
2026-06-11,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,20.2,40,20.4,11,0,0
2026-06-12,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,22.0,224,0.2,3,0,0
2026-06-13,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,17.6,55,3.3,3,1,0
2026-06-14,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.0,145,4.2,3,1,0
2026-06-15,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.8,123,2.5,3,0,0
2026-06-16,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.9,157,6.9,1,0,0
2026-06-17,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,29.5,362,1.5,1,0,0
2026-06-18,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,26.2,296,0.6,2,0,0
2026-06-19,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.0,14,38.5,17,0,0
2026-06-20,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,13.7,87,0.6,6,1,0
2026-06-21,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.2,107,1.8,1,1,0
2026-06-22,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,27.2,171,48.7,10,0,0
2026-06-23,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.6,150,9.2,3,0,0
2026-06-24,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,23.1,50,5.1,0,0,0
2026-06-25,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,18.5,138,9.9,0,0,0
2026-06-26,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,17.6,119,0.4,1,0,0
2026-06-27,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.2,18,29.3,9,1,0
2026-06-28,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.7,56,6.7,3,1,0
2026-06-29,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,22.2,224,4.6,3,0,0
2026-06-30,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,32.4,133,32.9,11,0,0
2026-07-01,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.4,39,10.6,2,0,0
2026-07-02,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,19.3,266,1.8,4,0,0
2026-07-03,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,20.2,203,2.1,1,0,0
2026-07-04,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,17.0,204,5.2,0,1,0
2026-07-05,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,10.9,38,3.5,4,1,0
2026-07-06,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,30.4,118,1.0,3,0,0
2026-07-07,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,19.6,66,0.9,3,0,0
2026-07-08,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,21.5,275,8.5,1,0,0
2026-07-09,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,24.2,104,4.6,3,0,0
2026-07-10,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,17.6,22,6.0,2,0,0
2026-07-11,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.5,10,0.5,2,1,0
2026-07-12,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,15.8,164,0.3,2,1,0
2026-07-13,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,17.6,173,14.5,3,0,0
2026-07-14,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.3,167,13.0,2,0,0
2026-07-15,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.5,340,5.4,5,0,0
2026-07-16,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,23.4,172,15.4,4,0,0
2026-07-17,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,23.4,79,0.7,1,0,0
2026-07-18,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,15.8,103,1.7,0,1,0
2026-07-19,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.5,210,22.0,13,1,0
2026-07-20,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,27.4,353,16.8,1,0,0
2026-07-21,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,21.5,258,0.6,0,0,0
2026-07-22,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.8,139,3.2,1,0,0
2026-07-23,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.0,339,16.3,2,0,0
2026-07-24,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,22.8,256,10.7,2,0,0
2026-07-25,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.3,64,6.0,1,1,0
2026-07-26,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,13.8,100,6.0,1,1,0
2026-07-27,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,26.9,111,0.3,4,0,0
2026-07-28,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,23.3,162,13.0,1,0,0
2026-07-29,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,20.5,20,1.1,3,0,0
2026-07-30,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,22.9,217,10.0,3,0,0
2026-07-31,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,27.6,131,0.0,2,0,0
2026-08-01,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,15.4,150,19.4,2,1,0
2026-08-02,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,14.4,158,36.5,9,1,0
2026-08-03,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,20.3,87,4.5,4,0,0
2026-08-04,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,29.1,333,21.7,5,0,0
2026-08-05,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,20.2,97,15.7,3,0,0
2026-08-06,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,26.9,263,24.1,12,0,0
2026-08-07,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,27.5,168,16.0,1,0,0
2026-08-08,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,12.3,71,0.1,1,1,0
2026-08-09,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,16.8,155,0.1,3,1,0
2026-08-10,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,18.5,158,2.8,1,0,0
2026-08-11,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,24.8,205,17.5,4,0,0
2026-08-12,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,21.4,45,0.1,1,0,0
2026-08-13,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,25.9,165,0.7,4,0,0
2026-08-14,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,18.7,97,0.1,1,0,0
2026-08-15,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,9.9,30,14.5,2,1,0
2026-08-16,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,15.0,70,0.1,2,1,0
2026-08-17,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-MET-500,Metformin 500mg,A10BA02,30.7,34,42.6,18,0,0
2026-05-20,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.4,50,0.2,2,0,0
2026-05-21,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.1,13,3.0,2,0,0
2026-05-22,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.0,23,1.0,2,0,0
2026-05-23,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.9,18,5.9,3,1,0
2026-05-24,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,4.2,25,0.6,0,1,0
2026-05-25,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.0,61,2.6,3,0,0
2026-05-26,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,4.9,21,2.0,2,0,0
2026-05-27,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.6,26,0.9,4,0,0
2026-05-28,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.9,19,2.9,1,0,0
2026-05-29,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.9,37,1.3,1,0,0
2026-05-30,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,2.8,36,0.5,2,1,0
2026-05-31,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.2,9,4.4,0,1,0
2026-06-01,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,6.7,22,1.3,3,0,0
2026-06-02,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.2,43,2.8,1,0,0
2026-06-03,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,4.1,45,6.0,1,0,0
2026-06-04,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.8,47,0.6,1,0,0
2026-06-05,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,7.0,35,6.4,2,0,0
2026-06-06,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.7,16,34.8,13,1,0
2026-06-07,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.7,32,19.9,4,1,0
2026-06-08,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,4.7,38,0.6,2,0,0
2026-06-09,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,6.5,85,2.9,3,0,0
2026-06-10,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,4.8,13,0.2,0,0,0
2026-06-11,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.9,19,59.9,10,0,0
2026-06-12,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,5.0,32,21.8,14,0,0
2026-06-13,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.5,2,3.5,3,1,0
2026-06-14,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,3.0,36,3.6,1,1,0
2026-06-15,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,4.8,44,0.5,5,0,0
2026-06-16,CHC-TSH-002,Atteridgeville Community Health Centre,ZAF,MED-OXY-10,Oxytocin 10IU/ml Inj,H01BB02,6.6,74,9.4,4,0,0
